PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
0.188,0.062,0.75,0.25,0.5,0.375,0.0,0.188,0.062,0.188,0.75,0.5,0.188,0.25,0.062,0.062,0.562,0.375,0.062,0.438,0.188,0.375,0.188,0.375,0.625,-0.39,-0.332,-0.329,0.156,-0.064
0.375,0.0,0.625,0.188,0.312,0.312,0.062,0.062,0.0,0.375,0.625,0.375,0.562,0.125,0.062,0.0,0.5,0.312,0.188,0.25,0.25,0.562,0.0,0.312,0.688,0.286,0.536,-0.194,0.987,-0.034
0.125,0.188,0.688,0.25,0.375,0.312,0.062,0.125,0.188,0.125,0.688,0.5,0.25,0.312,0.125,0.062,0.25,0.375,0.375,0.375,0.375,0.312,0.188,0.625,0.375,0.299,-0.063,0.471,-0.442,0.059
0.188,0.188,0.625,0.062,0.5,0.5,0.0,0.062,0.188,0.188,0.625,0.375,0.25,0.312,0.0,0.0,0.438,0.312,0.25,0.5,0.312,0.188,0.25,0.625,0.375,0.76,-0.814,-0.189,-0.355,-0.036
0.25,0.188,0.562,0.25,0.25,0.125,0.062,0.125,0.188,0.25,0.562,0.312,0.375,0.312,0.062,0.125,0.5,0.25,0.25,0.062,0.438,0.438,0.0,0.375,0.625,0.837,0.748,-0.306,0.079,-0.185
0.125,0.25,0.625,0.25,0.312,0.312,0.062,0.125,0.25,0.125,0.625,0.312,0.25,0.375,0.062,0.062,0.312,0.25,0.438,0.312,0.5,0.25,0.312,0.688,0.312,1.194,-0.155,0.582,-0.686,0.018
0.062,0.062,0.875,0.375,0.25,0.062,0.0,0.25,0.062,0.062,0.875,0.312,0.312,0.312,0.062,0.062,0.375,0.312,0.312,0.312,0.5,0.188,0.125,0.375,0.625,0.424,0.901,0.436,-0.502,-0.568
0.125,0.188,0.688,0.312,0.188,0.188,0.0,0.25,0.188,0.125,0.688,0.188,0.312,0.25,0.0,0.0,0.312,0.375,0.312,0.188,0.5,0.312,0.0,0.312,0.688,0.282,0.958,0.001,-0.6,-0.44
0.062,0.25,0.688,0.062,0.375,0.375,0.0,0.0,0.25,0.062,0.688,0.375,0.312,0.312,0.0,0.0,0.438,0.188,0.375,0.375,0.625,0.0,0.062,0.5,0.5,0.733,-0.048,-0.217,-1.223,-0.062
0.062,0.062,0.875,0.312,0.562,0.562,0.062,0.0,0.062,0.062,0.875,0.625,0.125,0.438,0.188,0.0,0.562,0.25,0.188,0.5,0.312,0.25,0.438,0.75,0.25,0.575,-1.497,-0.278,-0.691,0.583
0.25,0.188,0.562,0.0,0.5,0.438,0.125,0.062,0.188,0.25,0.562,0.312,0.438,0.375,0.0,0.0,0.438,0.125,0.438,0.375,0.438,0.188,0.188,0.5,0.5,1.041,-0.046,-0.26,0.031,0.049
0.062,0.188,0.75,0.25,0.375,0.375,0.0,0.062,0.188,0.062,0.75,0.25,0.188,0.562,0.188,0.0,0.25,0.188,0.562,0.375,0.312,0.312,0.438,0.812,0.188,1.667,-0.877,0.528,-0.884,-0.061
0.25,0.25,0.5,0.312,0.125,0.125,0.062,0.062,0.25,0.25,0.5,0.125,0.375,0.5,0.0,0.0,0.688,0.062,0.25,0.062,0.688,0.312,0.0,0.25,0.75,1.591,0.884,-0.126,-0.269,0.249
0.25,0.125,0.625,0.25,0.25,0.25,0.0,0.125,0.125,0.25,0.625,0.312,0.375,0.188,0.062,0.062,0.312,0.438,0.25,0.312,0.375,0.25,0.125,0.375,0.625,0.478,0.311,-0.329,-0.214,-0.396
0.125,0.125,0.75,0.125,0.562,0.562,0.188,0.0,0.125,0.125,0.75,0.625,0.375,0.25,0.125,0.0,0.438,0.188,0.375,0.375,0.375,0.375,0.188,0.625,0.375,-0.017,-0.424,0.009,-0.308,0.6
0.125,0.188,0.688,0.375,0.188,0.188,0.0,0.188,0.188,0.125,0.688,0.312,0.25,0.375,0.125,0.062,0.188,0.5,0.312,0.25,0.375,0.375,0.125,0.562,0.438,0.764,0.066,0.217,-0.625,-0.598
0.125,0.125,0.75,0.125,0.5,0.375,0.0,0.188,0.125,0.125,0.75,0.5,0.25,0.125,0.0,0.062,0.375,0.438,0.188,0.438,0.375,0.188,0.0,0.25,0.75,-1.075,0.149,-0.521,-0.442,-0.263
0.125,0.25,0.625,0.188,0.375,0.375,0.0,0.125,0.25,0.125,0.625,0.188,0.188,0.5,0.062,0.0,0.25,0.25,0.5,0.375,0.312,0.25,0.312,0.688,0.312,1.413,-0.428,0.256,-0.706,-0.115
0.062,0.0,0.938,0.438,0.438,0.312,0.0,0.25,0.0,0.062,0.938,0.562,0.125,0.188,0.188,0.125,0.188,0.625,0.188,0.438,0.062,0.5,0.188,0.438,0.562,-1.252,-0.214,0.064,-0.176,-0.495
0.125,0.0,0.875,0.375,0.438,0.438,0.062,0.062,0.0,0.125,0.875,0.438,0.25,0.375,0.312,0.0,0.125,0.438,0.438,0.375,0.188,0.5,0.312,0.625,0.375,-0.055,-0.864,-0.206,-0.442,0.123
0.125,0.0,0.875,0.312,0.438,0.188,0.0,0.062,0.0,0.125,0.875,0.5,0.25,0.25,0.125,0.25,0.5,0.312,0.188,0.188,0.25,0.562,0.062,0.312,0.688,-0.414,0.022,-0.181,0.327,-0.396
0.125,0.312,0.562,0.062,0.25,0.25,0.0,0.062,0.312,0.125,0.562,0.0,0.375,0.562,0.0,0.0,0.125,0.062,0.812,0.25,0.625,0.125,0.25,0.812,0.188,2.657,0.011,0.841,-0.922,-0.33
0.312,0.188,0.5,0.312,0.125,0.125,0.062,0.125,0.188,0.312,0.5,0.188,0.438,0.375,0.125,0.0,0.562,0.188,0.25,0.062,0.5,0.5,0.125,0.375,0.625,1.477,0.674,0.027,0.09,0.051
0.125,0.125,0.75,0.188,0.312,0.312,0.0,0.062,0.125,0.125,0.75,0.312,0.375,0.25,0.125,0.0,0.312,0.25,0.438,0.312,0.5,0.188,0.188,0.562,0.438,0.731,0.002,-0.132,-0.828,-0.176
0.188,0.25,0.562,0.188,0.312,0.312,0.0,0.062,0.25,0.188,0.562,0.312,0.25,0.438,0.062,0.062,0.438,0.312,0.25,0.375,0.375,0.188,0.25,0.5,0.5,1.347,-0.472,-0.125,-0.629,-0.32
0.062,0.312,0.625,0.125,0.312,0.312,0.0,0.062,0.312,0.062,0.625,0.312,0.25,0.438,0.062,0.0,0.125,0.312,0.562,0.312,0.5,0.188,0.125,0.875,0.125,1.516,-0.161,0.542,-1.049,-0.125
0.125,0.125,0.75,0.188,0.5,0.312,0.062,0.125,0.125,0.125,0.75,0.438,0.25,0.375,0.0,0.125,0.438,0.25,0.312,0.438,0.375,0.188,0.25,0.5,0.5,0.562,0.09,0.232,0.227,-0.26
0.188,0.188,0.625,0.25,0.25,0.25,0.0,0.062,0.188,0.188,0.625,0.25,0.312,0.375,0.125,0.062,0.312,0.25,0.438,0.312,0.375,0.25,0.312,0.625,0.375,1.521,-0.089,0.266,-0.506,-0.21
0.125,0.062,0.812,0.188,0.438,0.375,0.0,0.125,0.062,0.125,0.812,0.438,0.312,0.188,0.062,0.062,0.375,0.312,0.312,0.375,0.312,0.312,0.188,0.562,0.438,0.155,-0.204,-0.009,-0.217,-0.294
0.25,0.062,0.688,0.25,0.438,0.312,0.0,0.125,0.062,0.25,0.688,0.438,0.25,0.25,0.125,0.125,0.5,0.312,0.188,0.438,0.125,0.312,0.375,0.5,0.5,0.517,-0.346,-0.181,0.216,-0.149
0.312,0.062,0.625,0.062,0.5,0.375,0.0,0.125,0.062,0.312,0.625,0.5,0.375,0.062,0.0,0.062,0.438,0.438,0.125,0.438,0.25,0.312,0.0,0.25,0.75,-0.733,0.161,-0.561,0.541,-0.091
0.125,0.312,0.562,0.188,0.25,0.25,0.0,0.125,0.312,0.125,0.562,0.312,0.25,0.312,0.0,0.062,0.312,0.375,0.312,0.312,0.5,0.188,0.125,0.5,0.5,0.916,0.261,0.352,-0.799,-0.304
0.188,0.125,0.688,0.188,0.438,0.438,0.0,0.125,0.125,0.188,0.688,0.438,0.25,0.188,0.0,0.0,0.375,0.5,0.125,0.438,0.25,0.312,0.0,0.438,0.562,-0.431,-0.137,-0.49,-0.126,-0.132
0.25,0.125,0.625,0.25,0.125,0.062,0.0,0.125,0.125,0.25,0.625,0.125,0.5,0.25,0.0,0.125,0.375,0.188,0.438,0.125,0.5,0.375,0.125,0.5,0.5,1.661,0.907,0.642,0.232,-0.666
0.0,0.188,0.812,0.25,0.375,0.375,0.062,0.125,0.188,0.0,0.812,0.438,0.25,0.312,0.125,0.0,0.125,0.438,0.438,0.312,0.438,0.312,0.125,0.688,0.312,0.244,-0.136,0.231,-1.062,-0.154
0.062,0.0,0.938,0.375,0.562,0.375,0.062,0.25,0.0,0.062,0.938,0.625,0.125,0.188,0.125,0.125,0.375,0.5,0.125,0.375,0.125,0.562,0.125,0.375,0.625,-1.559,-0.146,-0.106,0.097,-0.101
0.125,0.188,0.688,0.375,0.25,0.25,0.0,0.125,0.188,0.125,0.688,0.312,0.188,0.438,0.062,0.062,0.438,0.312,0.25,0.312,0.438,0.25,0.188,0.5,0.5,0.894,-0.107,0.066,-0.633,-0.181
0.125,0.25,0.625,0.25,0.25,0.188,0.0,0.25,0.25,0.125,0.625,0.312,0.25,0.25,0.0,0.062,0.25,0.5,0.25,0.312,0.438,0.25,0.062,0.375,0.625,0.229,0.622,0.287,-0.6,-0.562
0.125,0.188,0.688,0.188,0.062,0.062,0.0,0.125,0.188,0.125,0.688,0.0,0.562,0.312,0.062,0.0,0.188,0.125,0.688,0.062,0.688,0.25,0.125,0.688,0.312,2.284,1.003,0.698,-0.797,-0.767
0.25,0.062,0.688,0.25,0.438,0.375,0.0,0.062,0.062,0.25,0.688,0.312,0.25,0.5,0.188,0.062,0.375,0.25,0.375,0.375,0.062,0.312,0.375,0.625,0.375,1.401,-0.842,-0.735,-0.069,-0.172
0.062,0.438,0.5,0.188,0.188,0.188,0.0,0.062,0.438,0.062,0.5,0.188,0.188,0.625,0.125,0.0,0.188,0.188,0.625,0.188,0.562,0.25,0.188,0.812,0.188,2.241,0.075,0.856,-1.301,0.051
0.062,0.438,0.5,0.062,0.312,0.25,0.0,0.062,0.438,0.062,0.5,0.25,0.188,0.5,0.0,0.062,0.188,0.25,0.562,0.25,0.625,0.125,0.062,0.625,0.375,1.354,0.127,0.46,-1.249,-0.062
0.25,0.062,0.688,0.25,0.312,0.25,0.0,0.062,0.062,0.25,0.688,0.438,0.375,0.188,0.062,0.125,0.438,0.375,0.188,0.312,0.375,0.312,0.125,0.438,0.562,0.464,0.019,-0.173,0.169,-0.294
0.312,0.188,0.5,0.125,0.312,0.312,0.0,0.062,0.188,0.312,0.5,0.125,0.375,0.438,0.062,0.0,0.438,0.125,0.438,0.312,0.312,0.188,0.312,0.562,0.438,2.068,-0.106,-0.389,-0.159,-0.071
0.188,0.125,0.688,0.188,0.438,0.438,0.125,0.0,0.125,0.188,0.688,0.438,0.375,0.375,0.188,0.0,0.438,0.125,0.438,0.312,0.375,0.375,0.312,0.688,0.312,1.018,-0.517,0.032,-0.299,0.444
0.125,0.312,0.562,0.188,0.312,0.312,0.0,0.125,0.312,0.125,0.562,0.312,0.188,0.375,0.062,0.0,0.5,0.25,0.25,0.312,0.438,0.25,0.125,0.375,0.625,0.476,0.101,-0.08,-0.899,0.031
0.188,0.25,0.562,0.25,0.188,0.125,0.0,0.188,0.25,0.188,0.562,0.188,0.312,0.375,0.0,0.062,0.312,0.312,0.375,0.25,0.5,0.25,0.125,0.5,0.5,1.321,0.627,0.55,-0.353,-0.418
0.062,0.188,0.75,0.312,0.375,0.375,0.062,0.0,0.188,0.062,0.75,0.375,0.188,0.562,0.188,0.0,0.438,0.125,0.438,0.312,0.438,0.312,0.375,0.75,0.25,1.509,-0.689,0.363,-0.845,0.468
0.188,0.125,0.688,0.375,0.25,0.25,0.125,0.062,0.125,0.188,0.688,0.375,0.375,0.438,0.188,0.0,0.438,0.25,0.312,0.125,0.5,0.5,0.125,0.562,0.438,1.034,0.074,0.006,-0.244,0.274
0.125,0.188,0.688,0.25,0.312,0.312,0.062,0.125,0.188,0.125,0.688,0.375,0.312,0.25,0.0,0.125,0.188,0.438,0.375,0.375,0.438,0.25,0.188,0.5,0.5,0.453,0.047,0.559,-0.442,-0.463
0.125,0.25,0.625,0.312,0.188,0.188,0.0,0.062,0.25,0.125,0.625,0.375,0.25,0.375,0.125,0.125,0.188,0.438,0.375,0.312,0.438,0.188,0.188,0.688,0.312,1.261,-0.093,0.304,-0.889,-0.46
0.188,0.188,0.625,0.25,0.188,0.188,0.0,0.125,0.188,0.188,0.625,0.188,0.375,0.312,0.062,0.062,0.312,0.25,0.438,0.25,0.438,0.25,0.25,0.625,0.375,1.647,0.34,0.392,-0.436,-0.461
0.188,0.25,0.562,0.312,0.188,0.188,0.125,0.125,0.25,0.188,0.562,0.188,0.375,0.438,0.062,0.0,0.438,0.125,0.438,0.062,0.625,0.438,0.125,0.5,0.5,1.441,0.781,0.51,-0.313,0.327
0.188,0.25,0.562,0.312,0.188,0.125,0.0,0.125,0.25,0.188,0.562,0.375,0.25,0.312,0.0,0.188,0.438,0.438,0.125,0.375,0.438,0.125,0.188,0.438,0.562,1.052,0.329,0.284,-0.273,-0.736
0.125,0.062,0.812,0.438,0.375,0.375,0.0,0.312,0.062,0.125,0.812,0.5,0.125,0.125,0.062,0.062,0.25,0.75,0.0,0.438,0.062,0.5,0.125,0.438,0.562,-1.067,-0.131,-0.132,-0.044,-0.562
0.188,0.062,0.75,0.188,0.5,0.5,0.188,0.062,0.062,0.188,0.75,0.625,0.438,0.125,0.062,0.062,0.25,0.438,0.312,0.375,0.375,0.375,0.125,0.625,0.375,-0.209,-0.236,-0.008,0.069,0.164
0.188,0.125,0.688,0.5,0.062,0.062,0.0,0.188,0.125,0.188,0.688,0.125,0.312,0.438,0.25,0.0,0.375,0.25,0.375,0.062,0.375,0.562,0.25,0.5,0.5,1.419,0.583,0.294,-0.344,-0.192
0.25,0.125,0.625,0.188,0.312,0.312,0.062,0.125,0.125,0.25,0.625,0.312,0.438,0.188,0.0,0.0,0.5,0.312,0.188,0.25,0.438,0.375,0.062,0.375,0.625,0.513,0.426,-0.174,0.098,-0.119
0.125,0.062,0.812,0.375,0.375,0.312,0.0,0.188,0.062,0.125,0.812,0.438,0.188,0.312,0.062,0.188,0.125,0.562,0.312,0.562,0.188,0.25,0.375,0.625,0.375,0.331,-0.596,0.627,0.014,-0.89
0.25,0.188,0.562,0.188,0.312,0.25,0.0,0.188,0.188,0.25,0.562,0.312,0.312,0.188,0.0,0.062,0.562,0.312,0.125,0.25,0.375,0.375,0.125,0.375,0.625,0.475,0.371,-0.114,0.073,-0.212
0.375,0.188,0.438,0.188,0.062,0.062,0.0,0.125,0.188,0.375,0.438,0.062,0.562,0.25,0.0,0.0,0.562,0.125,0.312,0.062,0.438,0.438,0.0,0.312,0.688,1.78,1.457,0.162,0.506,-0.296
0.0,0.062,0.938,0.188,0.5,0.375,0.0,0.188,0.062,0.0,0.938,0.5,0.25,0.188,0.125,0.0,0.125,0.438,0.438,0.5,0.312,0.188,0.125,0.5,0.5,-0.802,0.072,0.081,-0.846,-0.289
0.125,0.312,0.562,0.25,0.25,0.25,0.0,0.062,0.312,0.125,0.562,0.25,0.188,0.5,0.062,0.062,0.375,0.25,0.375,0.312,0.5,0.188,0.25,0.625,0.375,1.595,-0.231,0.382,-0.899,-0.086
0.25,0.062,0.688,0.312,0.375,0.375,0.0,0.062,0.062,0.25,0.688,0.438,0.25,0.25,0.0,0.062,0.625,0.375,0.0,0.438,0.438,0.125,0.125,0.312,0.688,0.019,-0.382,-0.92,-0.17,0.061
0.188,0.0,0.812,0.5,0.25,0.188,0.062,0.125,0.0,0.188,0.812,0.5,0.312,0.438,0.375,0.0,0.25,0.5,0.25,0.188,0.25,0.5,0.125,0.562,0.438,0.429,-0.036,-0.779,-0.197,-0.129
0.0,0.188,0.812,0.125,0.625,0.312,0.0,0.188,0.188,0.0,0.812,0.688,0.062,0.25,0.062,0.188,0.188,0.562,0.25,0.438,0.25,0.312,0.0,0.562,0.438,-1.136,-0.15,0.083,-0.274,-0.387
0.062,0.25,0.688,0.25,0.25,0.25,0.0,0.062,0.25,0.062,0.688,0.25,0.25,0.5,0.125,0.0,0.25,0.25,0.5,0.25,0.5,0.25,0.188,0.75,0.25,1.633,-0.132,0.372,-1.049,-0.15
0.125,0.312,0.562,0.188,0.312,0.188,0.0,0.125,0.312,0.125,0.562,0.375,0.188,0.312,0.0,0.188,0.5,0.375,0.125,0.25,0.375,0.375,0.062,0.312,0.688,0.337,0.203,0.236,-0.398,-0.563
0.375,0.25,0.375,0.125,0.125,0.125,0.0,0.0,0.25,0.375,0.375,0.125,0.5,0.438,0.062,0.0,0.5,0.125,0.375,0.125,0.688,0.188,0.062,0.438,0.562,2.244,0.392,-0.349,-0.214,0.021
0.062,0.0,0.938,0.438,0.438,0.438,0.062,0.188,0.0,0.062,0.938,0.5,0.188,0.312,0.188,0.0,0.188,0.562,0.25,0.375,0.188,0.5,0.188,0.688,0.312,-0.387,-0.669,-0.206,-0.402,-0.16
0.125,0.25,0.625,0.188,0.375,0.312,0.0,0.188,0.25,0.125,0.625,0.375,0.188,0.312,0.0,0.062,0.25,0.5,0.25,0.438,0.375,0.188,0.125,0.5,0.5,0.245,-0.108,0.132,-0.636,-0.412
0.125,0.25,0.625,0.062,0.375,0.312,0.0,0.062,0.25,0.125,0.625,0.375,0.312,0.25,0.0,0.062,0.438,0.188,0.375,0.312,0.438,0.25,0.062,0.5,0.5,0.559,0.296,0.287,-0.46,-0.118
0.062,0.188,0.75,0.438,0.25,0.25,0.062,0.188,0.188,0.062,0.75,0.375,0.188,0.438,0.188,0.062,0.188,0.438,0.375,0.25,0.312,0.5,0.25,0.688,0.312,0.734,-0.177,0.639,-0.646,-0.285
0.188,0.062,0.75,0.438,0.188,0.188,0.0,0.188,0.062,0.188,0.75,0.188,0.312,0.312,0.062,0.062,0.312,0.375,0.312,0.25,0.375,0.312,0.188,0.5,0.5,0.896,0.359,-0.073,-0.229,-0.483
0.312,0.125,0.562,0.188,0.188,0.188,0.0,0.062,0.125,0.312,0.562,0.312,0.5,0.188,0.062,0.062,0.375,0.375,0.25,0.25,0.438,0.312,0.062,0.5,0.5,1.138,0.329,-0.064,0.122,-0.484
0.125,0.125,0.75,0.25,0.438,0.25,0.0,0.188,0.125,0.125,0.75,0.562,0.188,0.25,0.125,0.125,0.312,0.5,0.188,0.438,0.25,0.312,0.125,0.375,0.625,-0.609,0.089,0.029,-0.076,-0.401
0.188,0.125,0.688,0.25,0.25,0.25,0.0,0.0,0.125,0.188,0.688,0.312,0.375,0.312,0.125,0.062,0.438,0.188,0.375,0.312,0.438,0.188,0.188,0.438,0.562,0.972,0.126,-0.164,-0.539,-0.159
0.062,0.188,0.75,0.25,0.375,0.375,0.0,0.062,0.188,0.062,0.75,0.25,0.188,0.5,0.188,0.0,0.25,0.188,0.562,0.375,0.375,0.25,0.438,0.75,0.25,1.387,-0.728,0.368,-1.032,0.06
0.25,0.125,0.625,0.25,0.312,0.312,0.0,0.125,0.125,0.25,0.625,0.375,0.312,0.25,0.062,0.0,0.438,0.438,0.125,0.312,0.438,0.25,0.062,0.438,0.562,0.342,-0.084,-0.736,-0.283,-0.079
0.125,0.125,0.75,0.125,0.5,0.312,0.0,0.188,0.125,0.125,0.75,0.438,0.25,0.25,0.062,0.062,0.438,0.312,0.25,0.438,0.312,0.25,0.125,0.312,0.688,-0.459,0.038,-0.129,-0.329,-0.3
0.188,0.375,0.438,0.125,0.25,0.25,0.0,0.062,0.375,0.188,0.438,0.25,0.25,0.438,0.0,0.0,0.438,0.25,0.312,0.25,0.562,0.188,0.062,0.438,0.562,1.344,0.323,0.075,-0.734,0.148
0.062,0.125,0.812,0.312,0.312,0.125,0.0,0.312,0.125,0.062,0.812,0.375,0.25,0.25,0.062,0.062,0.188,0.5,0.312,0.375,0.375,0.25,0.125,0.438,0.562,-0.042,0.881,0.559,-0.293,-0.693
0.188,0.0,0.812,0.438,0.375,0.375,0.062,0.188,0.0,0.188,0.812,0.562,0.25,0.062,0.062,0.188,0.312,0.562,0.125,0.5,0.062,0.375,0.375,0.625,0.375,-0.134,-0.256,0.328,0.314,-0.462
0.125,0.188,0.688,0.312,0.25,0.25,0.0,0.062,0.188,0.125,0.688,0.188,0.25,0.625,0.125,0.0,0.438,0.188,0.375,0.25,0.5,0.188,0.25,0.562,0.438,1.935,-0.459,-0.326,-0.97,-0.226
0.25,0.0,0.75,0.25,0.375,0.25,0.0,0.188,0.0,0.25,0.75,0.5,0.375,0.062,0.062,0.125,0.312,0.562,0.125,0.375,0.188,0.312,0.062,0.5,0.5,-0.197,0.329,-0.55,0.491,-0.737
0.0,0.188,0.812,0.312,0.25,0.125,0.062,0.312,0.188,0.0,0.812,0.312,0.312,0.25,0.062,0.062,0.062,0.438,0.5,0.25,0.5,0.312,0.125,0.625,0.375,0.387,0.918,1.03,-0.795,-0.678
0.25,0.25,0.5,0.188,0.25,0.188,0.0,0.125,0.25,0.25,0.5,0.312,0.312,0.312,0.062,0.062,0.5,0.312,0.188,0.188,0.375,0.375,0.062,0.375,0.625,0.91,0.442,-0.202,-0.134,-0.192
0.188,0.125,0.688,0.125,0.438,0.312,0.0,0.062,0.125,0.188,0.688,0.5,0.312,0.188,0.0,0.125,0.438,0.312,0.25,0.438,0.375,0.188,0.062,0.375,0.625,-0.132,0.109,-0.011,-0.036,-0.165
0.25,0.062,0.688,0.312,0.312,0.125,0.0,0.25,0.062,0.25,0.688,0.438,0.312,0.188,0.062,0.125,0.375,0.438,0.188,0.438,0.188,0.25,0.188,0.312,0.688,0.083,0.923,0.223,0.55,-0.512
0.312,0.125,0.562,0.25,0.312,0.25,0.0,0.188,0.125,0.312,0.562,0.375,0.312,0.125,0.0,0.125,0.5,0.375,0.125,0.312,0.25,0.438,0.188,0.438,0.562,0.351,0.313,0.203,0.626,-0.193
0.312,0.125,0.562,0.188,0.375,0.312,0.0,0.062,0.125,0.312,0.562,0.375,0.312,0.312,0.062,0.062,0.5,0.312,0.188,0.312,0.188,0.25,0.125,0.5,0.5,1.009,0.003,-0.95,0.163,-0.026
0.188,0.0,0.812,0.375,0.375,0.375,0.0,0.125,0.0,0.188,0.812,0.5,0.25,0.188,0.125,0.062,0.312,0.562,0.125,0.438,0.188,0.25,0.125,0.312,0.688,-0.588,-0.181,-0.948,-0.284,-0.278
0.375,0.062,0.562,0.188,0.312,0.312,0.0,0.188,0.062,0.375,0.562,0.312,0.438,0.062,0.0,0.0,0.438,0.438,0.125,0.312,0.125,0.562,0.062,0.312,0.688,0.094,0.657,-0.005,1.024,-0.184
0.25,0.25,0.5,0.062,0.375,0.375,0.0,0.062,0.25,0.25,0.5,0.312,0.312,0.312,0.0,0.0,0.562,0.25,0.188,0.375,0.5,0.125,0.125,0.438,0.562,0.837,-0.326,-0.581,-0.534,-0.023
0.125,0.125,0.75,0.5,0.25,0.25,0.0,0.312,0.125,0.125,0.75,0.312,0.125,0.25,0.062,0.125,0.312,0.562,0.125,0.375,0.188,0.438,0.312,0.438,0.562,-0.034,-0.032,0.384,-0.261,-0.7
0.062,0.188,0.75,0.0,0.688,0.375,0.0,0.0,0.188,0.062,0.75,0.625,0.125,0.25,0.0,0.312,0.562,0.188,0.25,0.375,0.312,0.312,0.125,0.5,0.5,-0.475,-0.754,-0.031,-0.134,-0.203
0.188,0.188,0.625,0.25,0.25,0.25,0.0,0.062,0.188,0.188,0.625,0.312,0.312,0.312,0.125,0.062,0.25,0.312,0.438,0.312,0.312,0.375,0.25,0.688,0.312,1.231,0.074,0.681,-0.201,-0.123
0.062,0.0,0.938,0.312,0.625,0.5,0.0,0.312,0.0,0.062,0.938,0.625,0.062,0.0,0.0,0.125,0.312,0.688,0.0,0.5,0.062,0.438,0.125,0.438,0.562,-2.029,-0.433,-0.476,0.013,-0.39
0.25,0.188,0.562,0.188,0.375,0.25,0.0,0.188,0.188,0.25,0.562,0.375,0.25,0.25,0.0,0.062,0.625,0.312,0.062,0.312,0.25,0.375,0.062,0.188,0.812,0.004,0.682,-0.292,0.42,-0.133
0.125,0.125,0.75,0.125,0.438,0.188,0.0,0.062,0.125,0.125,0.75,0.562,0.312,0.188,0.062,0.25,0.375,0.375,0.25,0.312,0.375,0.312,0.062,0.438,0.562,-0.034,0.014,0.176,-0.063,-0.628
0.188,0.125,0.688,0.25,0.312,0.25,0.0,0.062,0.125,0.188,0.688,0.375,0.312,0.312,0.188,0.062,0.312,0.312,0.375,0.25,0.312,0.375,0.188,0.5,0.5,0.691,0.052,-0.14,-0.297,-0.058
0.188,0.5,0.312,0.125,0.125,0.062,0.0,0.125,0.5,0.188,0.312,0.188,0.25,0.5,0.0,0.062,0.375,0.25,0.375,0.188,0.562,0.125,0.062,0.5,0.5,2.08,0.879,0.455,-0.924,-0.226
0.188,0.188,0.625,0.188,0.312,0.312,0.0,0.062,0.188,0.188,0.625,0.188,0.312,0.5,0.125,0.0,0.188,0.25,0.562,0.312,0.375,0.25,0.25,0.75,0.25,1.743,-0.431,0.037,-0.579,-0.195
0.125,0.312,0.562,0.25,0.25,0.25,0.0,0.062,0.312,0.125,0.562,0.312,0.188,0.438,0.062,0.062,0.312,0.312,0.375,0.312,0.5,0.188,0.188,0.625,0.375,1.278,-0.043,0.38,-0.864,0.017
0.125,0.125,0.75,0.188,0.5,0.438,0.0,0.188,0.125,0.125,0.75,0.375,0.188,0.312,0.062,0.0,0.312,0.375,0.312,0.5,0.25,0.188,0.25,0.5,0.5,0.002,-0.425,-0.314,-0.561,-0.141
0.188,0.188,0.625,0.125,0.438,0.438,0.0,0.062,0.188,0.188,0.625,0.438,0.25,0.25,0.0,0.0,0.375,0.438,0.188,0.438,0.375,0.188,0.0,0.5,0.5,-0.035,-0.298,-0.568,-0.433,0.02
0.188,0.125,0.688,0.188,0.5,0.375,0.0,0.188,0.125,0.188,0.688,0.5,0.188,0.25,0.0,0.062,0.438,0.375,0.188,0.562,0.188,0.125,0.125,0.312,0.688,-0.529,0.352,-0.398,0.253,-0.188
0.125,0.188,0.688,0.188,0.312,0.25,0.0,0.125,0.188,0.125,0.688,0.25,0.312,0.375,0.0,0.0,0.375,0.25,0.375,0.312,0.5,0.188,0.062,0.438,0.562,0.824,0.408,0.101,-0.559,-0.217
0.188,0.312,0.5,0.188,0.25,0.25,0.0,0.0,0.312,0.188,0.5,0.188,0.25,0.625,0.125,0.0,0.375,0.188,0.438,0.25,0.438,0.25,0.188,0.625,0.375,2.093,-0.301,-0.009,-0.772,0.017
0.188,0.188,0.625,0.25,0.312,0.312,0.062,0.062,0.188,0.188,0.625,0.312,0.312,0.438,0.125,0.0,0.438,0.188,0.375,0.25,0.375,0.438,0.188,0.562,0.438,1.102,-0.048,0.272,-0.212,0.194
0.062,0.125,0.812,0.438,0.312,0.125,0.062,0.062,0.125,0.062,0.812,0.312,0.188,0.5,0.125,0.188,0.625,0.062,0.312,0.062,0.562,0.438,0.125,0.312,0.688,0.449,0.269,-0.056,-0.466,0.101
0.125,0.125,0.75,0.438,0.312,0.25,0.0,0.375,0.125,0.125,0.75,0.375,0.125,0.188,0.0,0.062,0.375,0.562,0.062,0.375,0.25,0.375,0.188,0.312,0.688,-0.539,0.624,0.159,0.025,-0.449
